dataset,detector,feature_extractor,use_best_ckpt,is_ood_label_in_train,ood_label,fpr_95,fpr_90,aupr,auroc,f1,mcc,adb_alpha,adb_step_size
snips,BinaryMSP,bert,False,True,oos,0.0387858347386172,0.021922428330522766,0.9674450322378764,0.9928685127105956,0.9019607843137255,0.8867452291390358,,
snips,BinaryMSP,mpnet,False,True,oos,0.06745362563237774,0.02023608768971332,0.9297431335462653,0.9897795149012624,0.8990825688073394,0.8806854466959375,,
snips,BinaryMSP,use,False,True,oos,0.0387858347386172,0.023608768971332208,0.9416878873844478,0.9912924934201195,0.8858447488584474,0.8650061322788661,,
snips,DOC,bert,False,False,oos,0.6516149954598518,0.3032299909197045,0.6940683167895079,0.9028620510315046,0.5766871165644171,0.5625035093919111,,
snips,DOC,bert,False,True,oos,0.028667790893760536,0.02866779089376054,0.96893127828483,0.993664402452286,0.8785046728971962,0.8565822445666735,,
snips,DOC,bert,True,False,oos,0.2792580101180438,0.21804384485666106,0.7190829585649967,0.9263368583631465,0.5777777777777777,0.5304989500075816,,
snips,DOC,bert,True,True,oos,0.03878583473861719,0.016863406408094434,0.9701370986823784,0.9935856014877622,0.8968609865470851,0.8783696923638705,,
snips,DOC,mpnet,False,False,oos,0.8581097654453471,0.7162195308906946,0.5789299869868028,0.8048021307780806,0.4666666666666667,0.46999701957626416,,
snips,DOC,mpnet,False,True,oos,0.05564924114671164,0.03035413153456998,0.9571073551209136,0.9915367764101433,0.8699551569506727,0.8463391242947568,,
snips,DOC,mpnet,True,False,oos,0.41652613827993257,0.3220910623946037,0.6061664780025207,0.8902538967076957,0.56353591160221,0.5124379026228786,,
snips,DOC,mpnet,True,True,oos,0.03709949409780776,0.02023608768971332,0.9675897990442928,0.993995366503286,0.881516587677725,0.8606161203035729,,
snips,DOC,use,False,False,oos,0.895837804691093,0.7916756093821861,0.42686574885551104,0.7386566011567981,0.3401360544217687,0.3230057519926238,,
snips,DOC,use,False,True,oos,0.045531197301854974,0.028667790893760536,0.9334821537766576,0.9890781863170005,0.8778280542986425,0.8555597004537686,,
snips,DOC,use,True,False,oos,0.7364309804866295,0.4728619609732596,0.6007648297428109,0.8600652471986256,0.43421052631578944,0.4228134774454992,,
snips,DOC,use,True,True,oos,0.047217537942664416,0.03035413153456998,0.9522855452302359,0.9907014861861909,0.8584905660377359,0.8332921858530472,,
snips,Entropy,bert,False,False,oos,0.19730185497470493,0.17537942664418213,0.6988330469651839,0.9313643598997651,0.5249999999999999,0.5087098252227499,,
snips,Entropy,bert,True,False,oos,0.1905564924114671,0.11467116357504216,0.7369889467436391,0.9500874690706214,0.7125506072874493,0.6609901722068302,,
snips,Entropy,mpnet,False,False,oos,0.8572062956717257,0.7194716132658798,0.4788693309763849,0.7815243258577486,0.3404255319148936,0.3472370658922129,,
snips,Entropy,mpnet,True,False,oos,0.3490725126475548,0.29173693086003377,0.6900902553303437,0.9079919938220044,0.5921787709497207,0.548811158725151,,
snips,Entropy,use,False,False,oos,0.7710792580101178,0.5455311973018552,0.5221303467322146,0.8231863958014847,0.4129032258064516,0.38741619844693626,,
snips,Entropy,use,True,False,oos,0.5109612141652614,0.40640809443507586,0.49890985820053163,0.835101101637484,0.4705882352941176,0.3811686374898197,,
snips,KNN,bert,False,False,oos,0.31197301854974707,0.2057335581787521,0.6561068158161959,0.914690075806528,0.6123778501628664,0.557395854709469,,
snips,KNN,mpnet,False,False,oos,0.16020236087689713,0.11635750421585161,0.8513723523963121,0.9651699736804777,0.7867298578199052,0.7489968947398545,,
snips,KNN,use,False,False,oos,0.29173693086003377,0.12984822934232715,0.7390399029850815,0.9388504515295267,0.7088607594936709,0.6546682301041269,,
snips,LOF,bert,False,False,oos,0.5362563237774031,0.4131534569983137,0.46698020565598497,0.842697514617579,0.513888888888889,0.420092492385211,,
snips,LOF,bert,True,False,oos,0.5362563237774031,0.4131534569983137,0.46698020565598497,0.842697514617579,0.513888888888889,0.420092492385211,,
snips,LOF,mpnet,False,False,oos,0.5716694772344013,0.41821247892074204,0.3184703561369261,0.8012009266993428,0.0,0.0,,
snips,LOF,mpnet,True,False,oos,0.5716694772344013,0.41821247892074204,0.3184703561369261,0.8012009266993428,0.0,0.0,,
snips,LOF,use,False,False,oos,0.32040472175379425,0.29679595278246207,0.5922324338153193,0.8897889710170052,0.5605095541401274,0.49026416255492,,
snips,LOF,use,True,False,oos,0.32040472175379425,0.29679595278246207,0.5922324338153193,0.8897889710170052,0.5605095541401274,0.49026416255492,,
snips,LikelihoodRatio,None,False,False,oos,0.6357504215851602,0.47048903878583476,0.52908518691732,0.8514917022584356,,,,
snips,MSP,bert,False,False,oos,0.8358878271188557,0.67683467616014,0.473282750310554,0.7989944996926762,0.3513513513513513,0.33360622098552833,,
snips,MSP,bert,False,True,oos,0.02023608768971332,0.01517706576728499,0.978410877353844,0.9957762683015241,0.9107981220657277,0.8948055166069305,,
snips,MSP,bert,True,False,oos,0.35413153456998314,0.25632377740303547,0.6035008400796552,0.8949661943862194,0.5645161290322581,0.4795473706327593,,
snips,MSP,bert,True,True,oos,0.03709949409780776,0.03372681281618887,0.9568841948100857,0.9914106948669051,0.872549019607843,0.8522740978902256,,
snips,MSP,mpnet,False,False,oos,0.9292645973861718,0.8484901981450252,0.4209076560008207,0.6816677436131817,0.3053435114503817,0.35630671847565965,,
snips,MSP,mpnet,False,True,oos,0.0387858347386172,0.02866779089376054,0.9564004044814762,0.9929000330964052,0.88,0.8585431635223285,,
snips,MSP,mpnet,True,False,oos,0.53216694772344,0.4435075885328836,0.4108108358644633,0.7970165954831289,0.44019138755980863,0.34215598762174126,,
snips,MSP,mpnet,True,True,oos,0.032040472175379434,0.01517706576728499,0.9714693895815701,0.9949252178846669,0.88,0.8629921832736572,,
snips,MSP,use,False,False,oos,0.8909009364572494,0.7868608948369272,0.46579834416835786,0.7466942995382263,0.3448275862068965,0.33625234008332094,,
snips,MSP,use,False,True,oos,0.03204047217537943,0.016863406408094434,0.9527480689029104,0.9918913807505003,0.8962264150943396,0.8777640836971057,,
snips,MSP,use,True,False,oos,0.8831111023961723,0.7712812267147731,0.5056499662980295,0.7661975382578683,0.380281690140845,0.39435909414221926,,
snips,MSP,use,True,True,oos,0.050590219224283306,0.02023608768971332,0.9611282934745309,0.9926557501063813,0.8712871287128714,0.8517262232712597,,
snips,RAKE,None,False,False,oos,,,,,0.0,0.0,,
snips,TrustScores,bert,False,False,oos,0.16188870151770657,0.13490725126475547,0.6111687632927824,0.9306393910261461,0.26783479349186484,0.04567267919716907,,
snips,TrustScores,bert,True,False,oos,0.16020236087689713,0.13322091062394603,0.6452618944896983,0.9350680052323841,0.26783479349186484,0.04567267919716907,,
snips,TrustScores,mpnet,False,False,oos,0.18381112984822934,0.12141652613827993,0.73539884340424,0.9536650328600023,0.26783479349186484,0.04567267919716907,,
snips,TrustScores,mpnet,True,False,oos,0.1821247892074199,0.1197301854974705,0.7683126795501812,0.9569746733700021,0.26783479349186484,0.04567267919716907,,
